"Rub and Buzz Peak Ratio",,,
Ch1,,Ch2,
X,Y,X,Y
Hz,dB,Hz,dB
2162.84161009128,-68.4102238673556,2162.84161009128,-69.2301243455174
2177.08818976506,-63.0067481267155,2177.08818976506,-62.7329242198395
2190.78925797755,-60.1873708204167,2190.78925797755,-62.7882606901094
2204.89821612096,-66.5551814217826,2204.89821612096,-65.5153588297989
2219.09803772792,-70.4463688502846,2219.09803772792,-67.8825015942673
2233.06348649938,-65.5639223418603,2233.06348649938,-65.9735012772377
2247.11682402387,-66.1817062505721,2247.11682402387,-66.473354383502
2260.92871618498,-61.9719013613782,2260.92871618498,-63.6901997173346
2274.8255030712,-65.2716750406262,2274.8255030712,-63.4151365275638
2289.14166147747,-71.3598721593852,2289.14166147747,-71.3144775899722
2302.87585144624,-70.6798991447188,2302.87585144624,-74.0665337471853
2317.03046618658,-66.9988390581806,2317.03046618658,-72.4902590792563
2330.93198094277,-66.9410301067099,2330.93198094277,-72.3252830421688
2344.91690077945,-68.463456463151,2344.91690077945,-76.184597501364
2358.98572610304,-68.3075402137772,2358.98572610304,-65.7438770921627
2373.13896032228,-71.0193675582796,2373.13896032228,-63.5354653996903
