Level and Distortion,,,
Left-Left(Total),,Right-Left(Total),
X,Y,X,Y
Hz,dBSPL,Hz,dBSPL
3111.11111111111,16.1428731053051,3111.11111111111,23.8959873993575
3125,15.7748600001417,3125,24.4507947553638
3138.88888888889,14.2525983963385,3138.88888888889,23.5506889032366
3152.77777777778,16.061267419479,3152.77777777778,23.6724125556828
3166.66666666667,16.0040917513359,3166.66666666667,21.6756126293037
3180.55555555556,17.4535125498095,3180.55555555556,18.9853719145414
3194.44444444444,17.3850541027951,3194.44444444444,19.8982698507248
3208.33333333333,16.0541080873497,3208.33333333333,18.5948948541545
3222.22222222222,17.914423095809,3222.22222222222,21.7851418068789
3236.11111111111,18.867100194287,3236.11111111111,23.6833471967851
3250,19.4363364319618,3250,22.8499500863548
3263.88888888889,19.8383859022804,3263.88888888889,20.9815145608802
3277.77777777778,17.8908318061052,3277.77777777778,20.5510172503871
3291.66666666667,15.3660442220292,3291.66666666667,20.5692220256934
3305.55555555556,16.5160163661834,3305.55555555556,20.7811050407577
3319.44444444444,17.2846735411642,3319.44444444444,22.9289990188358
3333.33333333333,18.2424862042868,3333.33333333333,23.1981165548668
3347.22222222222,17.4802319366306,3347.22222222222,22.2395715675814
3361.11111111111,16.0021805156279,3361.11111111111,22.4341118170406
3375,16.7769054884696,3375,23.1341517022818
3388.88888888889,18.1527066342393,3388.88888888889,22.738961488368
3402.77777777778,18.0395193688018,3402.77777777778,22.0367604117238
3416.66666666667,15.4789575290875,3416.66666666667,22.8740898142696
3430.55555555556,16.7858490611693,3430.55555555556,23.2952189236571
3444.44444444444,17.878790238448,3444.44444444444,23.1514036031922
3458.33333333333,16.524287752229,3458.33333333333,22.4535127898293
3472.22222222222,16.6465271553538,3472.22222222222,21.3826634305801
3486.11111111111,17.3935118473771,3486.11111111111,20.9879203831277
3500,16.4098434171333,3500,21.9941254801567
3513.88888888889,15.1766188822171,3513.88888888889,21.6016214726267
3527.77777777778,16.083352720865,3527.77777777778,22.3066739358326
3541.66666666667,17.0375882382233,3541.66666666667,24.234746011416
3555.55555555556,17.8944642834477,3555.55555555556,22.4157190726438
3569.44444444444,18.6535791932376,3569.44444444444,19.9449719052016
3583.33333333333,19.3164205495818,3583.33333333333,21.8293462375097
3597.22222222222,17.3522991998994,3597.22222222222,22.6617893221215
3611.11111111111,13.737684088762,3611.11111111111,22.2430231159063
3625,15.0959394457966,3625,21.8806535941052
3638.88888888889,15.5948647711836,3638.88888888889,22.0279758265168
3652.77777777778,15.801398542243,3652.77777777778,20.013966362111
3666.66666666667,15.5113435434876,3666.66666666667,18.3178725342403
