L-R-Diff Raw,
L-R-Diff Left,
X,Y
Hz,dB
3791.666667,0
3795.138889,0
3798.611111,0
3802.083333,0
3805.555556,0
3809.027778,0
3812.5,0
3815.972222,0
3819.444444,0
3822.916667,0
3826.388889,0
3829.861111,0
3833.333333,0
3836.805556,0
3840.277778,0
3843.75,0
3847.222222,0
3850.694444,0
3854.166667,0
3857.638889,0
3861.111111,0
3864.583333,0
3868.055556,0
3871.527778,0
3875,0
3878.472222,0
3881.944444,0
3885.416667,0
3888.888889,0
3892.361111,0
3895.833333,0
3899.305556,0
3902.777778,0
3906.25,0
3909.722222,0
3913.194444,0
3916.666667,0
3920.138889,0
3923.611111,0
3927.083333,0
3930.555556,0
3934.027778,0
3937.5,0
3940.972222,0
3944.444444,0
3947.916667,0
3951.388889,0
3954.861111,0
3958.333333,0
3961.805556,0
3965.277778,0
3968.75,0
3972.222222,0
3975.694444,0
3979.166667,0
3982.638889,0
3986.111111,0
3989.583333,0
3993.055556,0
3996.527778,0
4000,0
4003.472222,0
4006.944444,0
4010.416667,0
4013.888889,0
4017.361111,0
4020.833333,0
4024.305556,0
4027.777778,0
4031.25,0
4034.722222,0
4038.194444,0
4041.666667,0
4045.138889,0
4048.611111,0
4052.083333,0
4055.555556,0
4059.027778,0
4062.5,0
4065.972222,0
4069.444444,0
4072.916667,0
4076.388889,0
4079.861111,0
4083.333333,0
4086.805556,0
4090.277778,0
4093.75,0
4097.222222,0
4100.694444,0
4104.166667,0
4107.638889,0
4111.111111,0
4114.583333,0
4118.055556,0
4121.527778,0
4125,0
4128.472222,0
4131.944444,0
4135.416667,0
4138.888889,0
4142.361111,0
4145.833333,0
4149.305556,0
4152.777778,0
4156.25,0
4159.722222,0
4163.194444,0
4166.666667,0
4170.138889,0
4173.611111,0
4177.083333,0
4180.555556,0
4184.027778,0
4187.5,0
4190.972222,0
4194.444444,0
4197.916667,0
4201.388889,0
4204.861111,0
4208.333333,0
4211.805556,0
4215.277778,0
4218.75,0
4222.222222,0
4225.694444,0
4229.166667,0
4232.638889,0
4236.111111,0
4239.583333,0
4243.055556,0
4246.527778,0
4250,0
4253.472222,0
4256.944444,0
4260.416667,0
4263.888889,0
4267.361111,0
4270.833333,0
4274.305556,0
4277.777778,0
4281.25,0
4284.722222,0
4288.194444,0
